  0.0018, 1024
  0.0183, 1024
  0.0499, 1024
  0.0928, 1024
  0.1448, 1024
  0.2047, 1024
  0.2628, 1024
  0.3109, 1024
  0.3762, 1024
  0.4877, 1024
  0.6234, 1024
  0.7456, 1024
  0.8482, 1024
  0.9656, 1024
  1.1451, 1024
  1.3650, 1024
  1.5672, 1024
  1.7604, 1024
  1.9495, 1024
  2.0953, 1024
  2.1868, 1024
  2.2358, 1024
  2.3498, 1024
  2.6686, 1024
  3.0587, 1024
  3.2676, 1024
  3.3319, 1024
  3.3567, 1024
  3.4222, 1024
  3.7516, 1024
  4.3994, 1024
  5.2122, 1024
  6.2856, 1024
  7.6574, 1024
  8.9606, 1024
 10.0217, 1024
 11.1868, 1024
 12.7147, 1024
 14.2576, 1024
 15.1150, 1024
 14.8443, 1024
 13.3927, 1024
 11.3262, 1024
  9.9510, 1024
 10.1200, 1024
 11.6525, 1024
 14.3721, 1024
 17.7445, 1024
 20.7065, 1024
 23.1677, 1024
 25.3798, 1024
 26.6220, 1024
 26.4320, 1024
 25.0311, 1024
 23.2031, 1024
 21.9919, 1024
 21.1059, 1024
 20.0453, 1024
 20.4805, 1024
 23.2027, 1024
 26.3264, 1024
 28.3741, 1024
 28.7144, 1024
 26.7517, 1024
 23.5547, 1024
 20.6916, 1024
 18.4280, 1024
 16.5956, 1024
 15.3727, 1024
 15.1126, 1024
 16.1117, 1024
 17.3432, 1024
 17.1398, 1024
 16.0097, 1024
 16.5239, 1024
 19.3838, 1024
 22.5282, 1024
 24.5691, 1024
 26.2051, 1024
 27.4872, 1024
 26.9704, 1024
 23.7948, 1024
 18.8481, 1024
 13.5325, 1024
  8.3475, 1024
  2.2852, 1024
 -4.9531, 1024
-11.4758, 1024
-15.3341, 1024
-17.1484, 1024
-19.9928, 1024
-26.6933, 1024
-37.0142, 1024
-49.2619, 1024
-62.6076, 1024
-75.6899, 1024
-86.0814, 1024
-91.4279, 1024
-91.2539, 1024
-88.3538, 1024
-85.4084, 1024
-82.0846, 1024
-79.8699, 1024
-79.3161, 1024
-74.2411, 1024
-61.6550, 1024
-48.3133, 1024
-37.6268, 1024
-25.7864, 1024
-12.0993, 1024
 -1.0748, 1024
  5.0082, 1024
 10.9226, 1024
 24.3982, 1024
 45.0031, 1024
 65.2179, 1024
 81.7579, 1024
 95.5888, 1024
105.5264, 1024
110.8325, 1024
114.4283, 1024
117.3066, 1024
118.3489, 1024
123.5305, 1024
143.2236, 1024
175.9425, 1024
208.5932, 1024
231.9159, 1024
246.0636, 1024
254.6239, 1024
260.6827, 1024
265.8386, 1024
274.1177, 1024
285.3411, 1024
289.4091, 1024
277.6581, 1024
252.7653, 1024
223.8113, 1024
204.1743, 1024
198.2125, 1024
194.2075, 1024
185.2881, 1024
178.0980, 1024
170.0232, 1024
154.8884, 1024
139.0610, 1024
127.7140, 1024
116.3754, 1024
107.7568, 1024
106.7289, 1024
107.8551, 1024
103.3981, 1024
 87.3640, 1024
 51.3631, 1024
  1.2596, 1024
-45.3657, 1024
-90.7490, 1024
-148.1312, 1024
-206.4388, 1024
-252.6647, 1024
-294.0726, 1024
-324.8058, 1024
-325.7942, 1024
-303.9421, 1024
-288.5495, 1024
-299.0020, 1024
-328.4819, 1024
-353.6602, 1024
-367.7006, 1024
-382.7281, 1024
-401.4293, 1024
-417.2130, 1024
-426.7559, 1024
-422.9625, 1024
-400.5860, 1024
-360.6263, 1024
-302.2679, 1024
-226.3783, 1024
-147.8168, 1024
-88.7845, 1024
-66.2240, 1024
-78.4542, 1024
-104.9593, 1024
-128.7637, 1024
-144.0836, 1024
-139.5638, 1024
-111.8162, 1024
-89.9393, 1024
-93.7642, 1024
-83.7569, 1024
-11.6116, 1024
106.9817, 1024
208.6013, 1024
252.8885, 1024
257.4200, 1024
258.8022, 1024
256.2462, 1024
223.1618, 1024
154.5752, 1024
 67.2083, 1024
-19.1966, 1024
-84.2581, 1024
-105.6244, 1024
-77.6946, 1024
-30.2010, 1024
  0.0819, 1024
 25.1841, 1024
 80.6030, 1024
151.9907, 1024
191.0733, 1024
200.3852, 1024
219.4974, 1024
238.4670, 1024
197.3665, 1024
 71.4042, 1024
-93.9436, 1024
-219.7003, 1024
-268.2838, 1024
-279.5728, 1024
-299.9135, 1024
-327.2384, 1024
-366.0854, 1024
-433.4234, 1024
-495.0039, 1024
-489.9917, 1024
-404.3899, 1024
-293.3598, 1024
-244.0464, 1024
-301.1740, 1024
-430.3920, 1024
-556.7675, 1024
-618.3134, 1024
-622.1680, 1024
-627.5001, 1024
-632.3389, 1024
-580.7629, 1024
-492.8735, 1024
-450.3723, 1024
-494.4831, 1024
-601.1791, 1024
-698.8479, 1024
-736.1197, 1024
-747.3007, 1024
-782.3132, 1024
-844.1352, 1024
-915.6038, 1024
-963.4346, 1024
-952.9151, 1024
-897.9659, 1024
-830.7944, 1024
-772.5327, 1024
-738.1106, 1024
-711.9174, 1024
-664.4510, 1024
-597.0399, 1024
-509.4271, 1024
-407.6566, 1024
-330.4100, 1024
-293.2172, 1024
-269.3245, 1024
-245.3584, 1024
-207.3516, 1024
-144.1858, 1024
-86.3549, 1024
-53.9429, 1024
-14.8455, 1024
 35.1622, 1024
 38.6540, 1024
-30.9573, 1024
-118.0673, 1024
-162.8794, 1024
-165.3519, 1024
-150.8850, 1024
-121.3445, 1024
-53.7169, 1024
 63.2192, 1024
194.7549, 1024
286.4102, 1024
314.5728, 1024
289.6585, 1024
